アカウント名,"区分 (状態)","予約申請番号 抽選申請番号","利用日 利用時間",会館名称,施設名称,"設備 予約","減免 申請",支払,"許可書 出力","一括 取消",取消,"一部 取消","追加抽選 申込","利用 確定",許可,"抽選日 (予約申請番号)"
10009221,"抽選 (落選)",2020000636,"2021年3月7日 12:30～14:30",岐阜ファミリーパークテニスコート,第２コート,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009221,"抽選 (落選)",2020000637,"2021年3月7日 14:30～16:30",岐阜ファミリーパークテニスコート,第１コート,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009221,"抽選 (落選)",2020000637,"2021年3月7日 14:30～16:30",岐阜ファミリーパークテニスコート,第２コート,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009221,"抽選 (落選)",2020000650,"2021年3月13日 12:30～14:30",岐阜ファミリーパークテニスコート,第３コート,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009221,"抽選 (落選)",2020000650,"2021年3月13日 12:30～14:30",岐阜ファミリーパークテニスコート,第４コート,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009221,"抽選 (落選)",2020000651,"2021年3月13日 14:30～16:30",岐阜ファミリーパークテニスコート,第３コート,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009221,"抽選 (落選)",2020000651,"2021年3月13日 14:30～16:30",岐阜ファミリーパークテニスコート,第４コート,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009221,"抽選 (当選未確定)",2020003969,"2021年3月21日 12:30～14:30",木ノ下テニスコート,第６コート（人工芝）,"  ","  ","  ","  ","  ",,," ",,,,"2021年2月1日 (2020003542)"
10009221,"抽選 (当選未確定)",2020003969,"2021年3月21日 12:30～14:30",木ノ下テニスコート,第７コート（人工芝）,"  ","  ","  ","  ","  ",,," ",,,,"2021年2月1日 (2020003542)"
10009221,"抽選 (落選)",2020003970,"2021年3月21日 14:30～16:30",木ノ下テニスコート,第６コート（人工芝）,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009221,"抽選 (落選)",2020003970,"2021年3月21日 14:30～16:30",木ノ下テニスコート,第７コート（人工芝）,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009221,"抽選 (落選)",2020002213,"2021年3月21日 12:30～14:30",境川緑道公園テニスコート,Ａ面,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009221,"抽選 (落選)",2020002213,"2021年3月21日 12:30～14:30",境川緑道公園テニスコート,Ｂ面,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009221,"抽選 (落選)",2020002214,"2021年3月21日 14:30～16:30",境川緑道公園テニスコート,Ａ面,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009221,"抽選 (落選)",2020002214,"2021年3月21日 14:30～16:30",境川緑道公園テニスコート,Ｂ面,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009221,"抽選 (落選)",2020002215,"2021年3月21日 12:30～14:30",境川緑道公園テニスコート,Ｃ面,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009221,"抽選 (落選)",2020002215,"2021年3月21日 12:30～14:30",境川緑道公園テニスコート,Ｄ面,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009221,"抽選 (当選未確定)",2020002216,"2021年3月21日 14:30～16:30",境川緑道公園テニスコート,Ｃ面,"  ","  ","  ","  ","  ",,," ",,,,"2021年2月1日 (2020004078)"
10009221,"抽選 (当選未確定)",2020002216,"2021年3月21日 14:30～16:30",境川緑道公園テニスコート,Ｄ面,"  ","  ","  ","  ","  ",,," ",,,,"2021年2月1日 (2020004078)"
10009221,"抽選 (落選)",2020002185,"2021年3月28日 12:30～14:30",境川緑道公園テニスコート,Ｂ面,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009221,"抽選 (落選)",2020002186,"2021年3月28日 14:30～16:30",境川緑道公園テニスコート,Ａ面,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009221,"抽選 (落選)",2020002186,"2021年3月28日 14:30～16:30",境川緑道公園テニスコート,Ｂ面,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009221,"抽選 (落選)",2020002187,"2021年3月28日 12:30～14:30",境川緑道公園テニスコート,Ｃ面,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009221,"抽選 (落選)",2020002187,"2021年3月28日 12:30～14:30",境川緑道公園テニスコート,Ｄ面,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009221,"抽選 (落選)",2020002188,"2021年3月28日 14:30～16:30",境川緑道公園テニスコート,Ｃ面,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009221,"抽選 (落選)",2020002188,"2021年3月28日 14:30～16:30",境川緑道公園テニスコート,Ｄ面,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
アカウント名,"区分 (状態)","予約申請番号 抽選申請番号","利用日 利用時間",会館名称,施設名称,"設備 予約","減免 申請",支払,"許可書 出力","一括 取消",取消,"一部 取消","追加抽選 申込","利用 確定",許可,"抽選日 (予約申請番号)"
10009280,"抽選 (落選)",2020000638,"2021年3月7日 12:30～14:30",岐阜ファミリーパークテニスコート,第２コート,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009280,"抽選 (落選)",2020000639,"2021年3月7日 14:30～16:30",岐阜ファミリーパークテニスコート,第１コート,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009280,"抽選 (落選)",2020000639,"2021年3月7日 14:30～16:30",岐阜ファミリーパークテニスコート,第２コート,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009280,"抽選 (落選)",2020000652,"2021年3月13日 12:30～14:30",岐阜ファミリーパークテニスコート,第３コート,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009280,"抽選 (落選)",2020000652,"2021年3月13日 12:30～14:30",岐阜ファミリーパークテニスコート,第４コート,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009280,"抽選 (落選)",2020000653,"2021年3月13日 14:30～16:30",岐阜ファミリーパークテニスコート,第３コート,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009280,"抽選 (落選)",2020000653,"2021年3月13日 14:30～16:30",岐阜ファミリーパークテニスコート,第４コート,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009280,"抽選 (落選)",2020003971,"2021年3月21日 12:30～14:30",木ノ下テニスコート,第６コート（人工芝）,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009280,"抽選 (落選)",2020003971,"2021年3月21日 12:30～14:30",木ノ下テニスコート,第７コート（人工芝）,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009280,"抽選 (落選)",2020003972,"2021年3月21日 14:30～16:30",木ノ下テニスコート,第６コート（人工芝）,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009280,"抽選 (落選)",2020003972,"2021年3月21日 14:30～16:30",木ノ下テニスコート,第７コート（人工芝）,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009280,"抽選 (落選)",2020002217,"2021年3月21日 12:30～14:30",境川緑道公園テニスコート,Ａ面,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009280,"抽選 (落選)",2020002217,"2021年3月21日 12:30～14:30",境川緑道公園テニスコート,Ｂ面,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009280,"抽選 (落選)",2020002218,"2021年3月21日 14:30～16:30",境川緑道公園テニスコート,Ａ面,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009280,"抽選 (落選)",2020002218,"2021年3月21日 14:30～16:30",境川緑道公園テニスコート,Ｂ面,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009280,"抽選 (落選)",2020002219,"2021年3月21日 12:30～14:30",境川緑道公園テニスコート,Ｃ面,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009280,"抽選 (落選)",2020002219,"2021年3月21日 12:30～14:30",境川緑道公園テニスコート,Ｄ面,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009280,"抽選 (落選)",2020002220,"2021年3月21日 14:30～16:30",境川緑道公園テニスコート,Ｃ面,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009280,"抽選 (落選)",2020002220,"2021年3月21日 14:30～16:30",境川緑道公園テニスコート,Ｄ面,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009280,"抽選 (落選)",2020002189,"2021年3月28日 12:30～14:30",境川緑道公園テニスコート,Ｂ面,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009280,"抽選 (落選)",2020002190,"2021年3月28日 14:30～16:30",境川緑道公園テニスコート,Ａ面,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009280,"抽選 (落選)",2020002190,"2021年3月28日 14:30～16:30",境川緑道公園テニスコート,Ｂ面,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009280,"抽選 (落選)",2020002191,"2021年3月28日 12:30～14:30",境川緑道公園テニスコート,Ｃ面,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009280,"抽選 (落選)",2020002191,"2021年3月28日 12:30～14:30",境川緑道公園テニスコート,Ｄ面,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009280,"抽選 (落選)",2020002192,"2021年3月28日 14:30～16:30",境川緑道公園テニスコート,Ｃ面,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
10009280,"抽選 (落選)",2020002192,"2021年3月28日 14:30～16:30",境川緑道公園テニスコート,Ｄ面,"  ","  ","  ","  ","  "," "," "," ",,"  ",,"2021年2月1日 ----------"
